,Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
799,1124,60,FV,75,9803,Pave,na,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,400.0,1,0,466,866,GasA,4,Y,4,866,902,0,1768,0,0,2,1,3,1,4,7,7,0,0,Attchd,2005,2,2,603,3,3,2,0,108,0,0,0,0,0,0,na,0,2,2008,WD ,226700
800,1702,20,RL,59,17169,Pave,na,1,Lvl,3,CulDSac,2,NridgHt,Norm,Norm,1Fam,1Story,10,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,970.0,5,3,PConc,5,3,3,6,1684.0,1,0,636,2320,GasA,5,Y,4,2290,0,0,2290,2,0,2,1,2,1,5,7,7,1,4,Attchd,2007,3,3,1174,3,3,2,192,30,0,0,0,0,0,0,na,0,8,2007,New,500067
801,2434,60,RL,59,9171,Pave,na,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0,848,848,GasA,5,Y,4,848,750,0,1598,0,0,2,1,3,1,4,7,7,1,4,Attchd,2004,3,2,433,3,3,2,100,48,0,0,0,0,0,0,na,0,7,2006,WD ,201490
802,1432,20,RL,65,9750,Pave,na,3,Low,3,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,722.0,1,0,268,990,GasA,5,Y,4,990,0,0,990,1,0,1,0,3,1,3,5,7,0,0,Detchd,1997,1,2,528,3,3,2,168,0,0,0,0,0,0,0,na,0,8,2008,WD ,155000
803,689,90,RL,75,8604,Pave,na,2,Lvl,3,Inside,2,NAmes,Norm,Norm,Duplex,SFoyer,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,124.0,3,4,CBlock,4,3,3,6,941.0,1,0,0,941,GasA,4,Y,4,941,0,0,941,1,0,1,0,2,1,4,4,7,0,0,Attchd,1978,1,2,564,3,3,2,0,40,0,0,0,0,0,0,na,0,11,2009,WD ,145000
804,1349,70,RM,60,6155,Pave,na,2,Lvl,3,FR3,2,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,2,2,1,0.0,1,0,611,611,GasA,5,Y,4,751,611,0,1362,0,0,2,0,3,1,3,6,7,0,0,Detchd,1920,3,2,502,3,2,2,0,0,84,0,0,0,0,0,na,0,6,2008,WD ,128000
805,1759,60,RL,58,9487,Pave,na,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,520.0,1,0,395,915,GasA,5,Y,4,940,750,0,1690,1,0,2,1,3,1,3,7,7,1,3,Attchd,2000,2,2,442,3,3,2,0,50,0,0,0,0,0,0,na,0,6,2007,WD ,187000
806,893,180,RM,35,3675,Pave,na,3,Lvl,3,Inside,2,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,3,3,Wood,4,3,4,6,547.0,1,0,0,547,GasA,4,Y,4,1072,0,0,1072,1,0,1,0,2,1,3,5,7,0,0,Basment,2005,3,2,525,3,3,2,0,28,0,0,0,0,0,0,na,0,4,2009,WD ,145500
807,944,30,C (all),60,10200,Pave,Grvl,3,Lvl,3,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0,572,572,GasA,2,N,1,572,0,0,572,0,0,1,0,2,1,3,4,7,0,0,Detchd,1940,1,1,200,3,3,0,0,0,72,0,0,0,0,0,na,0,5,2009,WD ,75000
808,2109,20,RL,75,11750,Pave,na,2,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,204.0,4,3,PConc,4,3,2,6,20.0,1,0,1526,1546,GasA,5,Y,4,1546,0,0,1546,0,0,2,0,3,1,4,7,7,0,0,Attchd,2005,2,3,796,3,3,2,144,42,0,0,0,0,0,0,na,0,6,2007,WD ,217000
809,316,20,RL,88,11896,Pave,na,2,Lvl,3,Corner,2,Timber,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,60.0,4,3,PConc,4,3,1,6,78.0,1,0,1258,1336,GasA,5,Y,4,1346,0,0,1346,1,0,2,0,3,1,4,6,7,1,3,Attchd,2008,3,3,660,3,3,2,100,48,0,0,0,0,0,0,na,0,5,2010,WD ,220000
810,2529,60,RL,80,10400,Pave,na,3,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,288.0,3,3,CBlock,3,3,1,3,247.0,1,0,485,732,GasA,4,Y,4,1012,778,0,1790,1,0,1,2,4,1,3,8,5,1,3,Attchd,1972,2,2,484,3,3,2,148,0,0,0,147,0,0,0,na,0,11,2006,WD ,165150
811,1448,80,RL,68,10970,Pave,na,2,Low,3,Inside,1,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,3,3,CBlock,4,4,4,6,505.0,2,435,0,940,GasA,3,Y,4,1026,0,0,1026,1,0,1,0,3,1,3,5,7,0,0,Detchd,1981,1,2,576,3,2,2,0,0,34,0,0,0,0,3,na,0,10,2008,WD ,147000
812,871,20,RL,73,11883,Pave,na,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4,3,4,6,690.0,1,0,814,1504,GasA,5,Y,4,1504,0,0,1504,1,0,2,0,3,1,4,6,7,1,3,Attchd,1996,3,2,478,3,3,2,115,66,0,0,0,0,0,0,na,0,6,2009,WD ,203000
813,142,20,RL,70,10552,Pave,na,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,3,1018.0,1,0,380,1398,GasA,4,Y,4,1700,0,0,1700,0,1,1,1,4,1,4,6,7,1,4,Attchd,1959,2,2,447,3,3,2,0,38,0,0,0,0,0,0,na,0,4,2010,WD ,165500
814,1515,30,RL,45,8248,Pave,Grvl,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,1,4,41.0,1,0,823,864,GasA,3,N,2,864,0,0,864,1,0,1,0,2,1,3,5,7,0,0,na,1980,0,0,0,0,0,0,0,0,100,0,0,0,0,0,na,0,9,2008,WD ,67000
815,1970,60,RL,80,9760,Pave,na,3,Lvl,3,Inside,1,NAmes,Norm,Norm,1Fam,2Story,6,8,1964,1993,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,340.0,3,3,CBlock,3,3,4,4,536.0,3,117,169,822,GasA,4,Y,4,1020,831,0,1851,0,0,2,1,3,1,4,7,7,1,2,Attchd,1964,2,2,440,3,3,2,239,42,0,0,0,0,0,1,na,0,7,2007,WD ,187000
816,572,160,FV,34,2998,Pave,na,3,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,4,3,PConc,4,3,1,6,507.0,1,0,249,756,GasA,5,Y,4,756,756,0,1512,1,0,2,1,2,1,4,4,7,0,0,Detchd,2000,1,2,440,3,3,2,0,32,0,0,0,0,0,0,na,0,8,2009,WD ,180000
817,2200,50,RL,51,6821,Pave,na,3,HLS,3,Inside,2,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1921,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,4,113.0,1,0,538,651,GasA,4,Y,4,759,539,0,1298,0,0,2,0,2,1,3,8,7,1,4,Detchd,1994,1,1,240,3,3,1,216,0,168,0,0,0,0,0,na,0,8,2007,WD ,146500
818,2147,20,RL,68,11354,Pave,na,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,3,3,4,6,1412.0,1,0,261,1673,GasA,5,Y,4,1673,0,0,1673,1,0,2,0,3,1,4,7,7,1,3,Attchd,2000,2,2,583,3,3,2,306,113,0,0,116,0,0,0,na,0,1,2007,WD ,270000
819,249,85,RL,73,9069,Pave,na,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,3,6,747.0,1,0,189,936,GasA,5,Y,4,996,0,0,996,1,0,1,0,2,1,4,5,7,0,0,Attchd,1992,1,2,564,3,3,2,120,0,0,0,0,0,0,0,na,0,4,2010,WD ,147000
820,162,50,RL,60,8064,Pave,na,3,Lvl,3,Inside,2,NAmes,Artery,Norm,1Fam,1.5Fin,6,8,1948,2004,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,5,481.0,3,174,161,816,GasA,3,Y,4,816,408,0,1224,1,0,1,0,3,1,3,5,7,0,0,Detchd,1950,1,1,280,3,3,2,414,0,0,0,0,0,0,2,na,0,5,2010,WD ,132000
821,664,50,RL,90,5400,Pave,na,3,Lvl,3,Corner,2,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,None,0.0,2,3,PConc,3,3,1,5,315.0,3,105,420,840,GasA,5,Y,4,840,534,0,1374,0,0,1,0,2,1,3,6,7,0,0,Detchd,1967,3,1,338,3,3,2,0,0,198,0,0,0,0,0,na,0,10,2009,WD ,105000
822,1516,190,RL,55,5687,Pave,Grvl,3,Bnk,3,Inside,2,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,3,2,1,3,210.0,1,0,570,780,GasA,5,N,4,936,780,0,1716,1,0,2,0,6,1,2,9,7,0,0,na,1980,0,0,0,0,0,0,0,184,0,0,0,0,0,0,na,0,3,2008,WD ,135900
823,16,60,RL,47,53504,Pave,na,1,HLS,3,CulDSac,1,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,5,3,PConc,4,3,4,5,1416.0,1,0,234,1650,GasA,5,Y,4,1690,1589,0,3279,1,0,3,1,4,1,5,12,4,1,4,BuiltIn,2003,3,3,841,3,3,2,503,36,0,0,210,0,0,0,na,0,6,2010,WD ,538000
824,1808,20,RL,63,7500,Pave,na,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,1,1,0.0,1,0,1143,1143,GasA,5,Y,4,1143,0,0,1143,0,0,1,1,3,1,4,5,7,0,0,na,1980,0,0,0,0,0,2,0,55,0,0,0,0,0,0,na,0,10,2007,WD ,147000
825,425,20,RL,108,13173,Pave,na,2,Lvl,3,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5,3,1,6,1572.0,1,0,80,1652,GasA,5,Y,4,1652,0,0,1652,1,0,2,0,2,1,5,6,7,2,5,Attchd,2006,3,2,840,3,3,2,404,102,0,0,0,0,0,0,na,0,11,2009,WD ,325000
826,1372,20,RL,82,9488,Pave,na,3,Lvl,3,Inside,2,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1947,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,1,1,0.0,1,0,1046,1046,GasA,4,N,4,1054,0,0,1054,0,0,1,0,3,1,3,6,7,0,0,Detchd,1947,1,1,240,3,3,2,0,60,122,0,0,0,0,0,na,0,9,2008,WD ,124000
827,2495,20,RL,68,13526,Pave,na,2,Lvl,3,CulDSac,2,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,3,3,CBlock,3,3,1,4,560.0,2,375,0,935,GasA,3,Y,4,935,0,0,935,1,0,1,0,3,1,3,5,7,0,0,Attchd,1965,1,1,288,3,3,2,180,0,0,0,0,0,0,3,na,0,11,2006,WD ,137000
828,661,50,RL,60,10410,Pave,Grvl,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0,1313,1313,GasA,3,Y,4,1313,0,1064,2377,0,0,2,0,3,1,4,8,5,1,3,Detchd,1954,1,2,528,3,3,2,0,0,432,0,0,0,0,0,na,0,6,2009,WD ,142900
829,1301,20,RM,100,12000,Pave,na,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,6,144.0,5,608,172,924,GasA,5,Y,4,1122,0,0,1122,1,0,1,0,2,1,4,6,7,0,0,Attchd,1948,1,2,528,3,3,2,0,36,0,0,0,0,0,2,na,0,5,2008,WD ,147000
830,396,20,RL,68,7830,Pave,na,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0,1180,1180,GasA,3,Y,4,1180,0,0,1180,0,0,1,1,2,1,3,6,7,0,0,Attchd,1970,2,2,477,3,3,2,0,45,0,0,0,0,0,0,na,0,3,2009,COD,128000
831,2663,75,RM,65,8850,Pave,na,2,Bnk,3,Corner,2,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0,815,815,GasA,5,Y,4,815,875,0,1690,0,0,1,0,3,1,3,7,7,1,4,Detchd,1916,1,1,225,3,3,2,0,0,330,0,0,0,0,0,na,0,7,2006,ConLw,144000
832,50,120,RL,41,7132,Pave,na,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4,3,2,6,24.0,1,0,1346,1370,GasA,5,Y,4,1370,0,0,1370,0,0,2,0,2,1,4,6,7,1,4,Attchd,2006,2,2,484,3,3,2,120,49,0,0,0,0,0,0,na,0,4,2010,WD ,205000
833,886,20,RL,75,9937,Pave,na,3,Lvl,3,Corner,2,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,3,3,1,4,637.0,1,0,849,1486,GasA,5,Y,4,1486,0,0,1486,1,0,1,0,3,1,3,7,7,0,0,Detchd,1968,3,2,480,3,3,2,0,0,0,0,0,0,0,3,na,0,3,2009,WD ,167000
834,696,50,RM,52,5720,Pave,na,3,Lvl,3,Inside,2,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0,676,676,GasA,5,Y,4,676,455,0,1131,0,0,1,1,3,1,3,5,7,0,0,Detchd,1941,1,1,200,3,3,2,26,0,0,0,0,0,0,0,na,0,8,2009,WD ,66500
835,2454,60,RL,68,12585,Pave,na,2,Lvl,3,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,420.0,4,3,PConc,4,3,1,2,247.0,6,1039,0,1286,GasA,5,Y,4,1565,1234,0,2799,1,0,2,1,3,1,4,8,7,1,3,Attchd,1993,3,3,704,3,3,2,432,136,0,0,0,0,0,0,na,0,10,2006,WD ,315000
836,2106,60,RL,85,11103,Pave,na,2,Lvl,3,Corner,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0,728,728,GasA,5,Y,4,728,728,0,1456,0,0,2,1,3,1,4,8,7,1,3,Attchd,2006,3,2,440,3,3,2,0,0,0,0,0,0,0,0,na,0,7,2007,New,155835
837,353,120,RL,57,8013,Pave,na,2,Lvl,3,Corner,2,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,6,741.0,1,0,846,1587,GasA,5,Y,4,1734,0,0,1734,1,0,2,0,2,1,4,6,7,0,0,Attchd,1995,2,2,528,3,3,2,52,50,0,0,0,0,0,0,na,0,9,2009,WD ,239500
838,441,20,RL,77,10872,Pave,na,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,122.0,4,3,PConc,5,4,3,6,1037.0,1,0,467,1504,GasA,5,Y,4,1531,0,0,1531,1,0,2,0,2,1,5,6,7,1,4,Attchd,2006,3,3,700,3,3,2,184,52,0,0,0,0,0,0,na,0,2,2009,WD ,300000
839,2270,20,RL,80,11305,Pave,na,3,Lvl,3,Inside,2,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,886.0,4,3,PConc,4,3,3,6,1329.0,1,0,593,1922,GasA,5,Y,4,1922,0,0,1922,1,0,2,0,2,1,4,6,7,1,5,Attchd,2002,3,3,692,3,3,2,201,64,0,0,0,0,0,0,na,0,4,2007,WD ,282000
840,1924,20,RL,70,9100,Pave,na,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,HdBoard,HdBoard,BrkCmn,69.0,3,3,CBlock,3,3,1,1,0.0,1,0,1144,1144,GasA,3,Y,4,1144,0,0,1144,0,0,1,0,3,1,3,6,7,1,4,Attchd,1960,2,1,336,3,3,2,0,0,0,0,0,0,0,0,na,0,6,2007,WD ,120000
841,1402,20,RL,73,39104,Pave,na,2,Low,3,CulDSac,0,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,4,2,226.0,6,1063,96,1385,GasA,5,Y,4,1363,0,0,1363,1,0,1,0,2,1,3,5,4,2,3,Attchd,1954,1,2,439,3,3,2,81,0,0,0,0,0,0,0,na,0,4,2008,WD ,241500
842,1070,120,RL,58,10110,Pave,na,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,492.0,5,3,PConc,4,3,1,6,372.0,1,0,1486,1858,GasA,5,Y,4,1866,0,0,1866,1,0,2,0,2,1,5,7,7,1,4,Attchd,2008,3,3,870,3,3,2,0,48,0,0,0,0,0,0,na,0,11,2008,New,336860
843,2696,30,RM,60,9786,Pave,na,3,Lvl,3,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1922,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,1,1,0.0,1,0,1007,1007,GasA,2,N,4,1077,0,0,1077,0,0,1,0,3,1,3,6,7,1,4,Detchd,1922,1,1,210,3,2,1,0,100,48,0,0,0,0,0,na,0,5,2006,WD ,91000
844,1840,120,FV,30,5330,Pave,Pave,1,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,na,0.0,4,3,PConc,4,3,1,1,0.0,1,0,1550,1550,GasA,5,Y,4,1550,0,0,1550,0,0,2,1,2,1,4,5,7,0,0,Attchd,2007,3,2,528,3,3,2,0,102,0,0,0,0,0,0,na,0,7,2007,New,207500
845,1562,120,RM,44,3811,Pave,na,2,HLS,3,Inside,1,Crawfor,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,4,3,PConc,5,3,4,6,1474.0,1,0,120,1594,GasA,5,Y,4,1646,0,0,1646,1,1,2,0,2,1,5,5,7,1,4,Attchd,2004,3,2,482,3,3,2,128,53,0,0,155,0,0,0,na,0,7,2008,WD ,250000
846,2426,120,RL,43,3010,Pave,na,3,Lvl,3,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,3,6,16.0,1,0,1232,1248,GasA,5,Y,4,1248,0,0,1248,0,0,2,0,2,1,4,5,7,0,0,Attchd,2005,3,2,438,3,3,2,108,0,0,0,0,0,0,0,na,0,3,2006,New,167240
847,1162,120,FV,37,3435,Pave,Pave,2,Lvl,3,Corner,2,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,6,24.0,1,0,1211,1235,GasA,5,Y,4,1245,0,0,1245,0,0,2,0,1,1,4,5,7,0,0,Attchd,2004,2,2,495,3,3,2,0,100,0,0,0,0,0,0,na,0,6,2008,WD ,178000
848,1874,20,RL,80,10800,Pave,na,3,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3,3,1,4,617.0,3,264,171,1052,GasA,3,Y,4,1052,0,0,1052,1,0,1,0,3,1,3,6,7,0,0,Attchd,1963,3,1,311,3,3,2,0,133,0,0,0,0,0,0,na,0,2,2007,COD,127000
849,111,20,RL,68,10456,Pave,na,2,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,6,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,120.0,3,3,CBlock,3,3,1,6,506.0,1,0,1323,1829,GasA,4,Y,4,1829,0,0,1829,1,0,2,0,4,1,3,8,7,0,0,Attchd,1967,2,2,535,3,3,2,0,76,0,0,0,0,0,0,na,0,5,2010,WD ,218500
850,1207,20,RL,68,8475,Pave,na,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,228.0,1,0,724,952,GasA,5,Y,3,952,0,0,952,0,0,1,0,2,1,3,4,7,0,0,Detchd,1956,1,1,283,3,3,2,0,0,0,0,0,0,0,0,na,0,4,2008,WD ,135750
851,140,20,RL,70,8197,Pave,na,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,7,5,2003,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,4,3,PConc,4,3,1,6,1188.0,1,0,292,1480,GasA,5,Y,4,1480,0,0,1480,1,0,2,0,3,1,4,7,7,0,0,Attchd,2003,2,2,620,3,3,2,252,73,0,0,0,0,0,3,Shed,300,2,2010,WD ,214000
852,545,20,RL,88,10994,Pave,na,2,Lvl,3,Corner,2,SawyerW,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,366.0,4,3,PConc,4,4,1,6,976.0,1,0,868,1844,GasA,5,Y,4,1844,0,0,1844,1,0,2,0,2,1,4,7,7,1,4,Attchd,2005,3,2,620,3,3,2,165,44,0,0,0,0,0,0,na,0,9,2009,COD,257000
853,1338,50,RM,50,6000,Pave,na,3,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,1,3,201.0,2,162,462,825,GasA,5,Y,4,825,672,0,1497,0,0,2,0,3,1,3,5,7,0,0,Detchd,2004,1,1,672,3,3,2,272,0,0,0,0,0,0,4,na,0,5,2008,WD ,157000
854,2873,30,RM,50,7288,Pave,na,3,Lvl,3,Inside,2,IDOTRR,Artery,Norm,1Fam,1Story,5,6,1942,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2,3,305.0,1,0,671,976,GasA,3,N,4,976,0,0,976,1,0,1,0,2,1,3,5,7,0,0,Detchd,1942,1,1,215,3,3,0,160,0,0,0,0,0,0,0,na,0,8,2006,WD ,102000
855,924,30,RL,80,13360,Pave,Grvl,2,HLS,3,Inside,2,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,3,1,5,713.0,1,0,163,876,GasA,5,Y,4,964,0,0,964,1,0,1,0,2,1,3,5,7,0,0,Detchd,1921,1,2,432,3,3,2,0,0,44,0,0,0,0,0,na,0,8,2009,WD ,163500
856,844,20,RL,78,10335,Pave,na,2,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,4,3,PConc,4,3,4,6,679.0,1,0,811,1490,GasA,5,Y,4,1501,0,0,1501,1,0,2,0,3,1,4,6,7,0,0,Attchd,1999,2,2,577,3,3,2,144,29,0,0,0,0,0,0,na,0,6,2009,WD ,204000
857,901,20,RL,70,11767,Pave,na,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,HdBoard,HdBoard,BrkFace,259.0,3,3,CBlock,3,3,1,3,546.0,1,0,604,1150,GasA,5,Y,4,1560,0,0,1560,0,0,1,0,2,1,3,7,6,1,3,Attchd,1956,1,1,313,3,3,2,0,0,0,0,0,0,0,0,na,0,5,2009,WD ,103500
858,2195,190,RH,60,10896,Pave,Pave,3,Bnk,3,Inside,2,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3,2,1,2,256.0,1,0,1184,1440,GasA,5,Y,3,1440,1440,515,3395,0,0,2,0,8,2,2,14,7,0,0,na,1980,0,0,0,0,0,0,0,110,0,0,0,0,0,0,na,0,3,2007,WD ,200000
